file_name,dm_name,lm_name,count
patch_im0/train_img_1117_256_1.jpg,patch_dm0/train_img_1117_ann_256_1.npy,patch_lm0/train_img_1117_ann_256_1.npy,89
patch_im1/train_img_1117_256_2.jpg,patch_dm1/train_img_1117_ann_256_2.npy,patch_lm1/train_img_1117_ann_256_2.npy,141
patch_im0/train_img_1152_256_1.jpg,patch_dm0/train_img_1152_ann_256_1.npy,patch_lm0/train_img_1152_ann_256_1.npy,1104
patch_im1/train_img_1152_256_2.jpg,patch_dm1/train_img_1152_ann_256_2.npy,patch_lm1/train_img_1152_ann_256_2.npy,639
patch_im0/train_img_1179_256_1.jpg,patch_dm0/train_img_1179_ann_256_1.npy,patch_lm0/train_img_1179_ann_256_1.npy,421
patch_im1/train_img_1179_256_2.jpg,patch_dm1/train_img_1179_ann_256_2.npy,patch_lm1/train_img_1179_ann_256_2.npy,413
patch_im2/train_img_1179_256_3.jpg,patch_dm2/train_img_1179_ann_256_3.npy,patch_lm2/train_img_1179_ann_256_3.npy,198
patch_im0/train_img_0523_256_1.jpg,patch_dm0/train_img_0523_ann_256_1.npy,patch_lm0/train_img_0523_ann_256_1.npy,169
patch_im1/train_img_0523_256_2.jpg,patch_dm1/train_img_0523_ann_256_2.npy,patch_lm1/train_img_0523_ann_256_2.npy,207
patch_im2/train_img_0523_256_3.jpg,patch_dm2/train_img_0523_ann_256_3.npy,patch_lm2/train_img_0523_ann_256_3.npy,220
patch_im3/train_img_0523_256_4.jpg,patch_dm3/train_img_0523_ann_256_4.npy,patch_lm3/train_img_0523_ann_256_4.npy,147
patch_im0/train_img_1157_256_1.jpg,patch_dm0/train_img_1157_ann_256_1.npy,patch_lm0/train_img_1157_ann_256_1.npy,316
patch_im1/train_img_1157_256_2.jpg,patch_dm1/train_img_1157_ann_256_2.npy,patch_lm1/train_img_1157_ann_256_2.npy,175
patch_im0/train_img_1141_256_1.jpg,patch_dm0/train_img_1141_ann_256_1.npy,patch_lm0/train_img_1141_ann_256_1.npy,215
patch_im1/train_img_1141_256_2.jpg,patch_dm1/train_img_1141_ann_256_2.npy,patch_lm1/train_img_1141_ann_256_2.npy,59
patch_im0/train_img_1125_256_1.jpg,patch_dm0/train_img_1125_ann_256_1.npy,patch_lm0/train_img_1125_ann_256_1.npy,215
patch_im1/train_img_1125_256_2.jpg,patch_dm1/train_img_1125_ann_256_2.npy,patch_lm1/train_img_1125_ann_256_2.npy,109
patch_im0/train_img_1102_256_1.jpg,patch_dm0/train_img_1102_ann_256_1.npy,patch_lm0/train_img_1102_ann_256_1.npy,131
patch_im1/train_img_1102_256_2.jpg,patch_dm1/train_img_1102_ann_256_2.npy,patch_lm1/train_img_1102_ann_256_2.npy,107
patch_im0/train_img_1096_256_1.jpg,patch_dm0/train_img_1096_ann_256_1.npy,patch_lm0/train_img_1096_ann_256_1.npy,235
patch_im1/train_img_1096_256_2.jpg,patch_dm1/train_img_1096_ann_256_2.npy,patch_lm1/train_img_1096_ann_256_2.npy,185
