file_name,dm_name,lm_name,count
patch_im0/train_A_IMG_135_512_1.jpg,patch_dm0/train_A_GT_IMG_135_512_1.npy,patch_lm0/train_A_GT_IMG_135_512_1.npy,354
patch_im0/train_A_IMG_240_512_1.jpg,patch_dm0/train_A_GT_IMG_240_512_1.npy,patch_lm0/train_A_GT_IMG_240_512_1.npy,243
patch_im0/train_A_IMG_159_512_1.jpg,patch_dm0/train_A_GT_IMG_159_512_1.npy,patch_lm0/train_A_GT_IMG_159_512_1.npy,238
patch_im0/train_A_IMG_246_512_1.jpg,patch_dm0/train_A_GT_IMG_246_512_1.npy,patch_lm0/train_A_GT_IMG_246_512_1.npy,373
patch_im0/train_A_IMG_85_512_1.jpg,patch_dm0/train_A_GT_IMG_85_512_1.npy,patch_lm0/train_A_GT_IMG_85_512_1.npy,272
patch_im0/train_A_IMG_275_512_1.jpg,patch_dm0/train_A_GT_IMG_275_512_1.npy,patch_lm0/train_A_GT_IMG_275_512_1.npy,141
patch_im0/train_A_IMG_298_512_1.jpg,patch_dm0/train_A_GT_IMG_298_512_1.npy,patch_lm0/train_A_GT_IMG_298_512_1.npy,1045
patch_im0/train_A_IMG_165_512_1.jpg,patch_dm0/train_A_GT_IMG_165_512_1.npy,patch_lm0/train_A_GT_IMG_165_512_1.npy,261
patch_im1/train_A_IMG_165_512_2.jpg,patch_dm1/train_A_GT_IMG_165_512_2.npy,patch_lm1/train_A_GT_IMG_165_512_2.npy,207
patch_im0/train_A_IMG_232_512_1.jpg,patch_dm0/train_A_GT_IMG_232_512_1.npy,patch_lm0/train_A_GT_IMG_232_512_1.npy,38
patch_im0/train_A_IMG_189_512_1.jpg,patch_dm0/train_A_GT_IMG_189_512_1.npy,patch_lm0/train_A_GT_IMG_189_512_1.npy,442
patch_im1/train_A_IMG_189_512_2.jpg,patch_dm1/train_A_GT_IMG_189_512_2.npy,patch_lm1/train_A_GT_IMG_189_512_2.npy,56
patch_im0/train_A_IMG_81_512_1.jpg,patch_dm0/train_A_GT_IMG_81_512_1.npy,patch_lm0/train_A_GT_IMG_81_512_1.npy,297
patch_im0/train_A_IMG_219_512_1.jpg,patch_dm0/train_A_GT_IMG_219_512_1.npy,patch_lm0/train_A_GT_IMG_219_512_1.npy,428
patch_im0/train_A_IMG_216_512_1.jpg,patch_dm0/train_A_GT_IMG_216_512_1.npy,patch_lm0/train_A_GT_IMG_216_512_1.npy,85
patch_im0/train_A_IMG_279_512_1.jpg,patch_dm0/train_A_GT_IMG_279_512_1.npy,patch_lm0/train_A_GT_IMG_279_512_1.npy,166
patch_im0/train_A_IMG_215_512_1.jpg,patch_dm0/train_A_GT_IMG_215_512_1.npy,patch_lm0/train_A_GT_IMG_215_512_1.npy,302
patch_im0/train_A_IMG_127_512_1.jpg,patch_dm0/train_A_GT_IMG_127_512_1.npy,patch_lm0/train_A_GT_IMG_127_512_1.npy,142
patch_im0/train_A_IMG_270_512_1.jpg,patch_dm0/train_A_GT_IMG_270_512_1.npy,patch_lm0/train_A_GT_IMG_270_512_1.npy,262
patch_im0/train_A_IMG_217_512_1.jpg,patch_dm0/train_A_GT_IMG_217_512_1.npy,patch_lm0/train_A_GT_IMG_217_512_1.npy,211
patch_im0/train_A_IMG_112_512_1.jpg,patch_dm0/train_A_GT_IMG_112_512_1.npy,patch_lm0/train_A_GT_IMG_112_512_1.npy,1210
patch_im1/train_A_IMG_112_512_2.jpg,patch_dm1/train_A_GT_IMG_112_512_2.npy,patch_lm1/train_A_GT_IMG_112_512_2.npy,1463
patch_im0/train_A_IMG_239_512_1.jpg,patch_dm0/train_A_GT_IMG_239_512_1.npy,patch_lm0/train_A_GT_IMG_239_512_1.npy,78
patch_im1/train_A_IMG_239_512_2.jpg,patch_dm1/train_A_GT_IMG_239_512_2.npy,patch_lm1/train_A_GT_IMG_239_512_2.npy,11
patch_im0/train_A_IMG_211_512_1.jpg,patch_dm0/train_A_GT_IMG_211_512_1.npy,patch_lm0/train_A_GT_IMG_211_512_1.npy,119
patch_im1/train_A_IMG_211_512_2.jpg,patch_dm1/train_A_GT_IMG_211_512_2.npy,patch_lm1/train_A_GT_IMG_211_512_2.npy,69
patch_im0/train_A_IMG_259_512_1.jpg,patch_dm0/train_A_GT_IMG_259_512_1.npy,patch_lm0/train_A_GT_IMG_259_512_1.npy,159
patch_im0/train_A_IMG_228_512_1.jpg,patch_dm0/train_A_GT_IMG_228_512_1.npy,patch_lm0/train_A_GT_IMG_228_512_1.npy,185
patch_im1/train_A_IMG_228_512_2.jpg,patch_dm1/train_A_GT_IMG_228_512_2.npy,patch_lm1/train_A_GT_IMG_228_512_2.npy,2
patch_im0/train_A_IMG_62_512_1.jpg,patch_dm0/train_A_GT_IMG_62_512_1.npy,patch_lm0/train_A_GT_IMG_62_512_1.npy,525
patch_im1/train_A_IMG_62_512_2.jpg,patch_dm1/train_A_GT_IMG_62_512_2.npy,patch_lm1/train_A_GT_IMG_62_512_2.npy,118
patch_im0/train_A_IMG_244_512_1.jpg,patch_dm0/train_A_GT_IMG_244_512_1.npy,patch_lm0/train_A_GT_IMG_244_512_1.npy,190
patch_im1/train_A_IMG_244_512_2.jpg,patch_dm1/train_A_GT_IMG_244_512_2.npy,patch_lm1/train_A_GT_IMG_244_512_2.npy,10
patch_im0/train_A_IMG_88_512_1.jpg,patch_dm0/train_A_GT_IMG_88_512_1.npy,patch_lm0/train_A_GT_IMG_88_512_1.npy,149
patch_im1/train_A_IMG_88_512_2.jpg,patch_dm1/train_A_GT_IMG_88_512_2.npy,patch_lm1/train_A_GT_IMG_88_512_2.npy,151
patch_im0/train_A_IMG_171_512_1.jpg,patch_dm0/train_A_GT_IMG_171_512_1.npy,patch_lm0/train_A_GT_IMG_171_512_1.npy,1206
patch_im1/train_A_IMG_171_512_2.jpg,patch_dm1/train_A_GT_IMG_171_512_2.npy,patch_lm1/train_A_GT_IMG_171_512_2.npy,205
patch_im0/train_A_IMG_93_512_1.jpg,patch_dm0/train_A_GT_IMG_93_512_1.npy,patch_lm0/train_A_GT_IMG_93_512_1.npy,234
patch_im1/train_A_IMG_93_512_2.jpg,patch_dm1/train_A_GT_IMG_93_512_2.npy,patch_lm1/train_A_GT_IMG_93_512_2.npy,39
patch_im0/train_A_IMG_214_512_1.jpg,patch_dm0/train_A_GT_IMG_214_512_1.npy,patch_lm0/train_A_GT_IMG_214_512_1.npy,378
patch_im0/train_A_IMG_261_512_1.jpg,patch_dm0/train_A_GT_IMG_261_512_1.npy,patch_lm0/train_A_GT_IMG_261_512_1.npy,129
patch_im0/train_A_IMG_175_512_1.jpg,patch_dm0/train_A_GT_IMG_175_512_1.npy,patch_lm0/train_A_GT_IMG_175_512_1.npy,152
patch_im1/train_A_IMG_175_512_2.jpg,patch_dm1/train_A_GT_IMG_175_512_2.npy,patch_lm1/train_A_GT_IMG_175_512_2.npy,23
patch_im0/train_A_IMG_97_512_1.jpg,patch_dm0/train_A_GT_IMG_97_512_1.npy,patch_lm0/train_A_GT_IMG_97_512_1.npy,215
patch_im1/train_A_IMG_97_512_2.jpg,patch_dm1/train_A_GT_IMG_97_512_2.npy,patch_lm1/train_A_GT_IMG_97_512_2.npy,7
patch_im0/train_A_IMG_139_512_1.jpg,patch_dm0/train_A_GT_IMG_139_512_1.npy,patch_lm0/train_A_GT_IMG_139_512_1.npy,199
patch_im1/train_A_IMG_139_512_2.jpg,patch_dm1/train_A_GT_IMG_139_512_2.npy,patch_lm1/train_A_GT_IMG_139_512_2.npy,13
patch_im0/train_A_IMG_94_512_1.jpg,patch_dm0/train_A_GT_IMG_94_512_1.npy,patch_lm0/train_A_GT_IMG_94_512_1.npy,1153
patch_im1/train_A_IMG_94_512_2.jpg,patch_dm1/train_A_GT_IMG_94_512_2.npy,patch_lm1/train_A_GT_IMG_94_512_2.npy,1077
patch_im0/train_A_IMG_121_512_1.jpg,patch_dm0/train_A_GT_IMG_121_512_1.npy,patch_lm0/train_A_GT_IMG_121_512_1.npy,142
patch_im1/train_A_IMG_121_512_2.jpg,patch_dm1/train_A_GT_IMG_121_512_2.npy,patch_lm1/train_A_GT_IMG_121_512_2.npy,14
patch_im0/train_A_IMG_114_512_1.jpg,patch_dm0/train_A_GT_IMG_114_512_1.npy,patch_lm0/train_A_GT_IMG_114_512_1.npy,259
