file_name,dm_name,lm_name,count
patch_im0/test_img_0062_v2_512_1.jpg,patch_dm0/test_img_0062_ann_v2_512_1.npy,patch_lm0/test_img_0062_ann_v2_512_1.npy,87
patch_im1/test_img_0062_v2_512_2.jpg,patch_dm1/test_img_0062_ann_v2_512_2.npy,patch_lm1/test_img_0062_ann_v2_512_2.npy,204
patch_im2/test_img_0062_v2_512_3.jpg,patch_dm2/test_img_0062_ann_v2_512_3.npy,patch_lm2/test_img_0062_ann_v2_512_3.npy,274
patch_im3/test_img_0062_v2_512_4.jpg,patch_dm3/test_img_0062_ann_v2_512_4.npy,patch_lm3/test_img_0062_ann_v2_512_4.npy,293
patch_im4/test_img_0062_v2_512_5.jpg,patch_dm4/test_img_0062_ann_v2_512_5.npy,patch_lm4/test_img_0062_ann_v2_512_5.npy,219
patch_im5/test_img_0062_v2_512_6.jpg,patch_dm5/test_img_0062_ann_v2_512_6.npy,patch_lm5/test_img_0062_ann_v2_512_6.npy,219
patch_im6/test_img_0062_v2_512_7.jpg,patch_dm6/test_img_0062_ann_v2_512_7.npy,patch_lm6/test_img_0062_ann_v2_512_7.npy,329
patch_im7/test_img_0062_v2_512_8.jpg,patch_dm7/test_img_0062_ann_v2_512_8.npy,patch_lm7/test_img_0062_ann_v2_512_8.npy,112
patch_im8/test_img_0062_v2_512_9.jpg,patch_dm8/test_img_0062_ann_v2_512_9.npy,patch_lm8/test_img_0062_ann_v2_512_9.npy,92
patch_im9/test_img_0062_v2_512_10.jpg,patch_dm9/test_img_0062_ann_v2_512_10.npy,patch_lm9/test_img_0062_ann_v2_512_10.npy,77
patch_im10/test_img_0062_v2_512_11.jpg,patch_dm10/test_img_0062_ann_v2_512_11.npy,patch_lm10/test_img_0062_ann_v2_512_11.npy,79
patch_im11/test_img_0062_v2_512_12.jpg,patch_dm11/test_img_0062_ann_v2_512_12.npy,patch_lm11/test_img_0062_ann_v2_512_12.npy,36
patch_im12/test_img_0062_v2_512_13.jpg,patch_dm12/test_img_0062_ann_v2_512_13.npy,patch_lm12/test_img_0062_ann_v2_512_13.npy,58
patch_im13/test_img_0062_v2_512_14.jpg,patch_dm13/test_img_0062_ann_v2_512_14.npy,patch_lm13/test_img_0062_ann_v2_512_14.npy,115
patch_im14/test_img_0062_v2_512_15.jpg,patch_dm14/test_img_0062_ann_v2_512_15.npy,patch_lm14/test_img_0062_ann_v2_512_15.npy,118
patch_im15/test_img_0062_v2_512_16.jpg,patch_dm15/test_img_0062_ann_v2_512_16.npy,patch_lm15/test_img_0062_ann_v2_512_16.npy,48
patch_im0/test_img_0062_v2_512_17.jpg,patch_dm0/test_img_0062_ann_v2_512_17.npy,patch_lm0/test_img_0062_ann_v2_512_17.npy,29
patch_im1/test_img_0062_v2_512_18.jpg,patch_dm1/test_img_0062_ann_v2_512_18.npy,patch_lm1/test_img_0062_ann_v2_512_18.npy,32
patch_im2/test_img_0062_v2_512_19.jpg,patch_dm2/test_img_0062_ann_v2_512_19.npy,patch_lm2/test_img_0062_ann_v2_512_19.npy,34
patch_im3/test_img_0062_v2_512_20.jpg,patch_dm3/test_img_0062_ann_v2_512_20.npy,patch_lm3/test_img_0062_ann_v2_512_20.npy,33
patch_im4/test_img_0062_v2_512_21.jpg,patch_dm4/test_img_0062_ann_v2_512_21.npy,patch_lm4/test_img_0062_ann_v2_512_21.npy,39
patch_im5/test_img_0062_v2_512_22.jpg,patch_dm5/test_img_0062_ann_v2_512_22.npy,patch_lm5/test_img_0062_ann_v2_512_22.npy,34
patch_im6/test_img_0062_v2_512_23.jpg,patch_dm6/test_img_0062_ann_v2_512_23.npy,patch_lm6/test_img_0062_ann_v2_512_23.npy,38
patch_im7/test_img_0062_v2_512_24.jpg,patch_dm7/test_img_0062_ann_v2_512_24.npy,patch_lm7/test_img_0062_ann_v2_512_24.npy,11
patch_im8/test_img_0062_v2_512_25.jpg,patch_dm8/test_img_0062_ann_v2_512_25.npy,patch_lm8/test_img_0062_ann_v2_512_25.npy,10
