x_coord,y_cord
763,284
773,291
788,293
760,298
816,300
769,301
809,302
811,315
850,316
831,317
712,320
786,320
745,321
765,321
775,322
822,322
809,328
783,333
763,334
797,337
838,339
723,342
824,344
846,347
762,350
737,358
723,359
822,360
752,361
861,361
783,366
888,367
832,369
733,370
807,370
864,374
740,379
784,380
1021,380
701,384
727,384
807,386
832,387
718,390
744,391
878,391
796,395
640,396
668,396
654,398
702,398
787,399
839,399
716,400
743,401
830,402
812,406
732,407
696,408
658,409
666,409
754,409
713,412
763,412
744,413
673,414
722,414
690,415
798,418
782,420
673,421
746,421
649,422
943,422
735,423
768,423
839,425
823,427
564,428
750,432
764,432
661,434
650,438
845,438
594,441
600,442
674,443
766,443
547,444
570,446
611,446
557,447
583,448
787,448
691,452
922,452
771,453
740,454
749,456
545,459
658,459
725,459
597,460
572,461
644,461
745,464
676,465
1010,470
752,472
720,473
636,475
750,483
710,484
763,484
721,489
710,494
733,494
754,495
637,496
710,504
720,505
731,507
754,508
633,509
699,515
680,516
591,517
614,519
761,519
650,520
736,521
638,528
620,529
767,529
749,530
978,530
650,533
727,533
696,539
600,540
620,540
735,545
645,546
584,548
749,550
625,551
725,553
616,554
694,557
791,558
739,559
992,559
734,564
691,570
700,575
712,575
739,578
828,578
721,579
676,582
704,583
980,584
727,587
740,590
691,591
624,593
782,594
671,595
732,596
697,598
994,599
796,602
711,604
980,604
661,605
704,610
786,613
724,616
723,645
1059,651
673,668
892,671
1178,674
740,677
805,684
716,717
