x_coord,y_cord
743,314
755,314
762,319
716,322
788,325
835,325
826,332
905,333
840,334
723,337
737,340
1225,347
1233,348
760,353
954,354
663,356
707,356
974,356
779,359
736,360
724,363
881,364
758,365
786,367
809,368
758,372
1021,374
739,375
780,378
809,378
880,381
704,382
853,383
896,384
736,387
791,387
888,390
659,393
1002,393
708,394
804,394
915,397
829,398
862,398
907,398
877,402
932,402
771,404
890,404
762,405
669,408
647,410
738,412
930,413
673,415
903,415
689,417
716,417
781,417
846,417
705,418
872,418
756,421
654,422
862,426
563,428
741,431
731,433
707,436
660,438
674,439
725,441
820,441
547,446
640,446
558,447
609,447
736,447
878,456
678,457
735,457
545,460
598,460
572,461
676,466
732,469
725,474
640,477
733,477
713,479
809,490
709,492
778,492
793,492
725,495
747,497
759,497
737,502
633,504
711,506
843,508
653,509
724,509
762,509
783,521
668,525
601,530
613,532
780,533
742,540
645,543
843,548
732,549
796,557
700,558
530,571
695,576
681,578
712,578
812,578
629,582
785,583
764,586
730,587
692,588
561,589
618,591
710,596
658,598
740,601
658,607
797,608
889,614
1053,616
1029,621
718,627
610,634
734,659
680,689
