x_coord,y_cord
728,307
736,308
742,314
694,315
716,318
777,319
789,320
808,321
830,321
732,325
817,325
839,339
643,340
698,344
847,344
821,347
866,348
745,356
710,357
879,358
722,359
663,363
734,363
756,364
834,364
779,365
803,366
738,373
706,374
812,375
759,378
849,378
721,382
733,386
663,391
738,394
712,397
702,399
669,406
650,408
715,409
691,416
662,417
670,419
647,423
715,423
666,430
656,432
769,432
545,443
599,443
658,443
610,446
736,446
558,447
572,447
585,448
772,449
781,450
788,450
692,453
728,453
752,453
658,458
731,458
611,459
545,460
559,460
597,460
572,461
674,464
696,464
651,465
715,465
750,469
567,472
740,472
719,473
701,474
728,477
633,480
648,480
727,486
707,487
1010,487
716,489
857,490
633,492
760,493
996,493
652,494
834,495
751,496
981,496
720,498
710,499
635,500
783,500
739,501
771,502
651,509
717,509
755,509
853,509
741,518
733,520
616,522
721,522
783,522
851,526
737,531
822,532
779,536
797,539
728,540
761,540
827,541
659,544
741,544
841,545
597,554
783,554
697,557
504,570
694,575
623,582
703,582
735,584
825,585
814,589
561,590
1050,590
1064,592
680,596
711,597
1042,601
791,618
855,621
663,627
774,627
745,652
850,655
1033,656
803,686
