x_coord,y_cord
769,301
803,306
739,309
781,312
810,315
713,316
768,316
843,316
735,317
787,317
820,317
747,319
757,319
776,320
800,321
807,323
696,324
817,327
760,328
796,328
772,330
723,334
715,337
812,337
789,339
744,340
953,340
839,341
767,342
851,342
727,346
661,347
815,348
708,349
775,349
784,349
825,349
644,350
796,351
953,354
838,356
849,356
875,356
974,356
661,358
736,358
771,358
706,359
752,359
765,359
824,359
784,365
800,365
724,366
858,368
837,370
714,371
822,371
704,372
757,372
734,373
722,377
845,377
1021,377
802,379
789,382
858,382
715,385
848,390
822,392
656,397
702,398
713,399
733,399
881,400
658,402
742,402
778,403
790,404
723,406
668,408
699,409
773,410
786,412
691,416
713,422
666,423
769,424
947,427
745,430
840,431
823,432
906,433
664,441
645,442
727,444
921,444
544,447
556,447
738,450
773,450
913,456
694,457
545,459
722,465
676,469
897,471
634,477
714,478
638,495
774,496
709,498
888,499
900,503
731,504
636,505
786,505
855,506
991,508
653,509
833,509
892,509
680,515
793,517
700,523
732,525
751,538
842,547
652,550
740,550
968,558
679,571
716,572
821,577
734,579
621,582
564,585
665,585
763,586
692,590
799,590
453,594
710,594
679,600
583,601
696,601
737,601
797,605
658,611
253,616
693,620
717,625
880,626
597,631
641,631
631,646
752,652
677,668
627,669
781,670
589,681
676,693
781,706
