x_coord,y_cord
704,266
717,266
738,268
687,269
700,277
778,285
698,288
771,295
697,303
792,303
738,305
678,306
708,307
814,307
825,308
725,310
800,312
785,314
697,316
874,317
730,318
768,318
832,319
709,320
773,320
688,321
793,321
812,321
849,323
721,324
740,324
823,326
700,331
766,331
779,333
713,335
751,336
824,338
694,340
643,341
763,341
797,341
774,342
784,342
810,342
744,346
763,348
820,348
842,349
729,350
645,352
791,353
803,353
830,353
935,354
855,356
706,358
757,358
817,358
661,359
837,360
778,361
747,362
723,363
885,367
713,369
789,369
841,372
811,374
704,375
758,375
730,376
721,378
660,380
751,380
828,381
840,381
741,382
764,386
795,386
704,388
780,391
714,392
843,392
865,397
640,400
677,400
667,401
889,401
925,401
744,402
810,402
705,403
715,405
839,407
670,409
707,411
867,412
733,413
698,414
649,416
767,420
666,421
721,423
647,425
689,425
708,427
733,427
755,428
658,429
974,435
651,437
707,439
674,441
758,441
842,450
736,453
710,454
753,454
650,455
763,456
775,461
739,462
674,466
721,467
638,483
787,490
740,505
698,514
723,516
767,520
556,521
753,522
547,524
808,526
710,535
644,536
699,536
730,537
768,538
752,545
739,547
597,548
648,548
694,549
580,551
593,556
663,563
602,564
735,568
679,573
724,575
999,575
694,580
540,581
701,583
558,586
738,590
567,594
954,594
692,596
601,601
699,603
738,604
595,611
661,611
607,614
892,614
676,617
905,621
1048,622
723,624
787,626
668,628
1127,629
805,644
818,648
671,650
746,653
940,682
633,704
787,711
729,716
