x_coord,y_cord
810,314
818,316
726,340
738,341
751,343
731,347
809,347
820,347
662,348
706,348
716,349
847,349
858,349
645,350
767,353
778,354
741,355
835,356
759,358
810,358
710,359
733,361
850,362
724,364
744,366
877,367
906,369
756,370
827,372
766,373
704,374
724,375
737,376
880,379
785,386
660,391
814,391
675,393
721,393
638,395
882,396
786,398
751,401
870,401
713,405
725,407
840,407
661,408
740,408
670,409
763,410
650,412
691,412
708,412
721,413
781,414
664,421
770,423
735,424
717,426
750,427
563,428
808,428
661,431
820,432
855,433
755,438
655,442
671,446
557,447
572,447
583,448
732,448
742,454
546,459
560,459
572,460
585,460
763,460
598,461
649,461
774,462
747,468
727,469
689,470
715,470
782,471
737,475
784,478
654,480
663,480
769,482
961,490
640,492
763,493
641,506
919,507
769,509
665,518
774,525
640,533
733,533
711,539
754,539
698,548
734,549
584,564
731,565
768,565
385,571
757,574
691,578
698,578
715,578
804,578
677,580
730,580
819,583
767,585
629,590
660,590
749,590
691,595
710,595
663,599
786,621
710,642
722,642
617,645
680,647
827,652
695,659
730,667
788,671
744,679
735,693
