x_coord,y_cord
729,315
720,323
738,324
746,325
810,328
769,332
821,332
745,336
954,339
813,342
921,342
717,345
747,347
824,347
934,352
1016,352
645,353
970,353
946,354
813,356
827,356
1005,356
737,357
750,357
713,360
849,362
1011,362
761,365
822,366
985,366
775,368
832,369
861,369
841,370
1021,370
892,372
801,373
705,376
852,376
724,377
869,377
877,379
898,379
835,380
820,381
749,382
764,383
775,384
796,384
737,386
877,390
908,391
858,392
900,393
889,395
714,397
666,400
690,401
791,401
867,401
880,403
821,405
842,405
773,406
651,407
729,407
872,407
896,407
910,407
939,407
675,409
741,409
853,409
920,409
665,410
697,411
861,414
988,416
741,417
941,418
709,425
971,426
930,428
860,429
753,430
831,435
941,437
650,438
968,441
759,444
670,446
831,446
929,446
956,446
550,447
690,447
774,453
730,457
762,457
633,458
1259,459
559,460
545,461
656,461
773,461
1268,461
573,462
996,462
939,463
980,463
723,467
636,471
921,472
568,473
737,474
905,482
643,488
635,493
920,496
993,498
646,502
734,509
663,514
721,516
628,518
990,519
610,522
737,524
648,529
698,530
710,533
1123,539
1060,540
1163,541
643,542
728,546
751,547
1106,553
640,557
701,557
741,558
560,561
1141,562
1116,563
1103,565
734,567
1118,568
678,571
722,572
694,580
1107,585
1091,587
627,588
1230,588
652,595
692,595
716,596
1199,598
1210,600
658,605
1175,606
1194,613
1185,614
1170,621
1265,623
701,624
622,632
1247,636
1186,652
1246,653
632,655
1160,667
598,668
1258,669
1268,669
1100,684
1247,688
774,713
