x_coord,y_cord
781,287
699,299
708,300
814,302
793,304
784,305
676,308
721,308
731,309
769,310
694,313
865,313
809,317
799,319
821,319
877,319
767,321
721,322
833,324
868,326
693,328
777,330
882,330
788,332
714,333
800,333
747,334
768,334
856,334
758,335
813,335
840,337
695,343
824,343
849,344
767,345
709,347
717,347
746,347
780,347
794,348
805,348
726,350
814,350
840,351
826,353
924,353
935,355
856,356
948,356
773,357
760,359
662,360
706,361
717,361
746,361
732,362
820,364
840,364
869,366
781,368
714,369
850,369
890,369
811,370
725,373
758,374
704,375
792,375
936,375
733,377
853,379
661,380
749,380
1022,380
817,381
879,381
915,382
837,384
893,384
767,387
739,389
714,390
903,390
867,392
819,397
707,398
670,399
719,403
729,406
709,410
669,411
698,412
723,414
688,417
706,421
751,421
899,421
676,422
762,424
743,425
716,427
690,428
661,429
647,430
774,433
896,435
692,436
665,440
703,442
925,442
713,443
1276,444
644,446
691,448
729,449
674,450
902,455
644,458
713,458
763,458
733,460
776,461
545,462
675,465
660,471
722,472
567,473
785,474
690,475
770,475
807,477
648,479
740,481
676,484
774,484
635,485
726,487
785,487
753,490
715,492
746,492
771,496
762,497
736,498
787,499
945,504
754,506
632,509
729,509
768,509
790,509
639,515
676,515
628,516
722,517
569,518
555,522
542,523
585,528
608,531
551,532
725,534
621,535
645,535
598,536
20,543
600,548
750,548
739,549
661,557
693,559
736,567
530,573
678,577
694,578
731,578
741,578
709,580
540,586
750,588
715,589
738,591
342,593
566,594
709,594
691,595
514,598
678,600
582,602
618,602
718,602
699,604
237,605
738,605
745,609
676,614
882,615
787,627
613,634
713,637
802,645
814,649
745,651
1160,663
1091,675
962,699
1088,706
677,708
1072,709
