x_coord,y_cord
824,307
870,309
883,315
899,332
739,346
662,361
725,362
569,369
1020,372
1010,374
819,375
770,378
758,379
746,380
854,380
662,392
855,395
745,398
789,398
810,401
818,403
667,404
866,405
722,406
734,406
834,410
767,411
802,411
812,411
727,419
789,421
901,421
746,426
773,426
814,426
828,427
865,427
718,428
773,436
828,436
816,437
842,439
541,442
702,442
831,445
852,446
558,447
769,447
572,448
598,448
609,448
715,448
581,450
735,452
660,453
704,453
845,454
838,457
559,459
545,460
584,460
572,461
890,461
598,462
639,462
653,462
771,462
724,464
881,464
676,465
840,466
746,470
824,471
567,472
639,473
949,476
884,479
825,480
834,493
801,497
611,498
638,498
714,499
846,499
942,500
783,502
969,503
644,505
742,507
766,509
948,509
650,514
708,515
721,516
629,521
736,524
759,525
610,526
552,528
699,539
725,544
752,546
879,546
603,551
837,555
653,561
731,565
633,566
702,568
667,570
690,572
554,575
680,576
808,579
703,581
730,582
668,587
562,590
623,590
514,592
693,593
711,595
614,597
681,598
741,599
701,601
667,612
720,618
752,623
787,624
602,626
732,629
741,639
724,652
