x_coord,y_cord
778,283
768,297
793,302
825,309
766,310
782,311
793,314
864,314
802,316
814,317
747,319
880,319
827,320
758,323
778,323
869,326
799,328
881,329
819,330
748,332
839,332
772,333
850,336
868,337
893,337
877,339
834,342
906,342
773,343
782,344
665,345
921,345
824,346
849,346
860,347
945,348
889,350
936,350
972,352
839,354
871,354
858,355
949,356
965,356
882,358
892,360
744,362
778,363
841,363
956,364
861,365
825,366
971,366
1008,366
722,369
876,371
760,373
737,374
783,374
921,375
723,379
823,379
833,379
862,382
844,386
878,387
762,389
1002,392
783,393
860,393
837,394
890,394
750,398
714,400
915,401
831,403
1013,403
877,404
670,407
706,408
818,409
898,410
767,413
657,415
931,419
762,421
820,422
908,425
949,425
881,426
743,428
984,429
728,431
946,433
878,437
994,438
846,440
975,443
893,444
675,445
723,446
776,446
548,447
857,449
939,450
831,451
787,453
633,456
1010,456
773,457
955,459
761,460
846,460
545,461
986,461
834,462
877,462
923,462
725,464
738,465
771,465
781,465
760,468
568,474
970,474
677,475
776,476
1002,476
1010,476
652,479
638,483
777,487
641,497
893,498
715,500
875,501
767,502
802,504
739,505
829,506
787,507
731,509
774,509
930,509
667,515
555,520
659,520
734,524
544,525
628,526
660,529
585,531
941,532
549,533
607,533
727,533
593,537
647,538
1179,538
741,542
619,546
901,548
693,556
742,564
663,567
679,567
712,569
631,570
544,578
657,579
668,579
693,579
726,580
704,584
738,585
644,587
513,593
666,596
693,596
738,598
625,599
676,599
713,602
529,605
671,606
661,607
953,608
465,609
742,609
232,614
893,616
562,618
789,624
714,627
733,628
709,641
336,642
635,657
723,661
822,662
791,664
773,713
