x_coord,y_cord
837,338
727,344
737,344
774,345
844,345
855,348
1234,348
868,349
838,357
788,359
852,359
863,359
775,360
713,361
735,361
751,361
703,364
868,367
777,368
804,368
740,373
704,375
986,375
889,377
748,378
852,378
901,380
867,381
915,384
703,387
891,387
815,390
806,392
857,392
715,394
637,397
655,398
930,399
870,400
702,402
913,403
777,404
896,404
840,405
959,405
716,406
743,406
946,407
666,408
770,409
650,412
782,413
704,415
787,415
691,420
739,422
753,422
913,422
765,423
863,424
897,425
707,427
741,430
875,438
723,439
755,439
733,440
941,440
610,446
548,447
557,447
841,447
581,448
659,453
637,455
736,458
544,459
572,460
597,461
674,462
637,463
775,464
967,464
1012,467
652,468
722,468
661,473
738,473
938,473
999,473
636,474
650,479
1012,479
749,480
783,481
706,482
759,483
716,485
636,488
781,492
965,492
709,493
728,493
1015,495
657,496
764,497
752,498
807,500
817,500
825,501
739,503
777,503
720,506
869,506
1009,507
659,508
636,509
731,509
810,509
824,509
966,509
982,509
633,516
789,516
653,518
818,520
731,521
725,530
611,531
690,533
791,535
750,539
631,546
724,547
739,550
863,552
644,560
731,566
640,571
796,571
171,576
694,579
635,580
740,584
769,587
560,588
757,590
645,594
689,596
445,597
660,598
616,601
815,601
529,606
790,620
382,630
611,639
800,648
724,649
819,650
749,653
685,667
686,667
729,667
