x_coord,y_cord
755,311
825,312
753,336
844,337
644,343
725,344
754,351
645,353
740,355
721,356
766,358
723,364
778,364
769,365
756,366
745,372
715,373
799,373
728,374
760,374
779,375
705,380
739,380
998,380
663,382
763,384
803,385
720,386
830,390
745,392
788,393
724,397
829,397
707,398
813,398
664,405
732,409
762,412
710,413
702,414
742,414
670,416
787,416
743,425
694,426
707,426
725,427
670,428
651,430
564,433
715,439
640,444
649,444
664,444
570,445
594,445
613,446
541,447
708,450
559,453
695,454
549,455
738,456
858,456
758,458
559,464
544,465
572,465
674,465
693,465
722,470
770,470
774,474
753,476
638,481
707,490
731,492
896,497
743,501
663,502
639,505
715,505
733,507
750,515
631,516
602,518
692,518
615,524
758,524
771,527
603,531
631,531
722,536
631,541
590,545
749,551
774,555
798,560
647,561
915,570
822,572
514,574
530,574
693,585
702,587
1043,587
564,597
693,598
449,616
541,621
787,624
1172,644
881,647
738,663
860,676
782,714
813,717
