x_coord,y_cord
737,264
709,269
703,278
681,285
689,287
721,294
673,304
695,305
786,305
716,310
680,314
729,314
691,315
786,316
712,318
740,321
734,326
748,327
910,330
890,331
719,332
754,332
899,333
700,336
644,337
731,338
800,338
813,338
851,338
864,338
1155,338
761,341
1125,341
1168,341
719,343
772,343
784,344
1143,345
1179,345
706,346
808,346
1227,347
725,350
820,351
752,353
811,354
660,356
760,356
739,360
726,363
880,365
805,368
823,369
773,371
704,372
757,372
723,373
739,374
822,383
808,397
641,398
656,398
714,398
663,399
829,400
718,404
699,405
794,406
670,410
651,411
354,415
750,420
781,422
707,424
745,426
669,434
688,434
644,435
601,443
544,446
556,447
609,447
654,453
545,460
632,460
572,461
675,462
795,473
657,474
901,476
728,477
707,483
901,487
777,488
879,489
727,494
712,497
747,501
778,504
808,504
738,505
846,506
753,507
764,508
713,509
731,509
814,509
807,516
554,520
585,520
653,520
539,521
827,524
599,527
719,530
933,531
617,532
630,535
580,538
700,539
630,547
811,547
736,555
678,566
732,572
678,574
693,575
763,576
539,580
704,582
625,584
560,588
693,590
790,594
531,598
813,598
620,600
675,600
586,602
695,602
562,605
653,609
611,618
1105,640
744,649
865,672
789,710
