x_coord,y_cord
793,306
811,308
825,309
866,315
875,317
842,318
804,319
855,319
884,322
882,331
792,333
835,333
738,334
757,334
824,334
869,337
920,339
836,344
848,344
862,345
754,346
789,346
779,349
818,349
919,349
725,351
936,353
835,354
851,354
766,356
708,357
663,358
789,358
750,362
816,362
725,365
856,365
890,371
704,375
847,376
810,377
835,378
757,379
661,380
716,380
743,381
899,381
819,386
766,387
710,388
894,389
853,391
785,394
865,398
883,400
744,405
844,406
917,408
670,409
712,409
727,409
805,409
896,409
928,409
879,412
775,414
649,416
696,416
707,417
718,417
927,419
744,420
731,421
875,421
793,422
917,426
968,426
706,427
716,427
938,427
655,430
730,430
692,431
893,433
871,434
932,436
961,436
977,437
715,439
704,441
726,441
747,442
889,442
922,442
953,443
989,443
646,445
770,445
602,446
673,446
549,447
572,448
731,448
877,448
689,449
705,451
636,452
898,452
931,455
649,456
952,456
770,457
969,457
746,458
994,458
559,460
658,461
733,461
545,462
572,462
893,463
983,463
1273,464
637,465
674,465
760,465
929,466
646,468
740,470
567,473
658,473
976,479
721,480
994,483
747,486
960,492
948,495
646,497
712,497
1012,500
928,501
941,503
736,505
722,506
710,508
929,508
842,509
993,509
965,514
1073,516
951,517
1052,518
652,524
1009,528
1069,538
646,540
727,545
749,546
1044,558
1086,558
729,583
705,588
1038,592
562,594
689,599
733,603
714,638
805,645
748,652
1071,669
774,713
785,713
