x_coord,y_cord
796,245
793,302
779,306
717,323
847,333
733,337
642,341
783,341
939,343
919,345
1231,348
646,350
985,350
996,351
754,352
838,353
935,353
922,354
658,355
741,356
752,358
804,358
704,359
1010,359
660,367
740,371
704,373
723,373
1021,376
661,379
640,394
668,397
712,397
654,400
727,406
713,409
786,409
929,409
650,412
667,413
750,421
951,422
711,423
731,424
767,424
723,426
742,427
966,431
666,436
993,436
731,437
719,438
759,438
972,440
661,441
821,444
649,445
866,447
691,448
729,450
665,451
709,452
997,455
739,456
545,459
646,460
572,461
975,465
730,467
699,468
640,469
930,469
851,470
652,472
856,480
723,481
948,481
743,482
640,483
932,484
757,485
661,487
919,487
638,492
931,493
985,493
714,500
658,503
946,505
637,507
919,507
979,508
752,509
766,509
820,509
909,509
1000,509
922,514
649,516
707,517
607,530
789,531
726,535
629,536
887,537
905,537
704,543
746,545
854,548
824,553
868,557
648,559
720,562
678,566
732,571
678,575
693,575
723,577
631,578
758,579
737,581
704,583
676,584
994,587
692,589
725,591
987,595
711,597
661,603
714,632
757,635
742,653
673,674
806,693
785,710
