x_coord,y_cord
792,302
826,304
778,305
809,309
834,312
861,316
713,317
778,317
732,318
798,323
879,323
716,324
777,324
930,327
826,330
840,331
890,331
851,338
750,340
822,342
709,351
727,354
741,354
747,355
766,356
785,360
711,361
738,361
724,363
756,363
770,363
805,369
756,374
712,375
740,375
770,377
661,379
788,381
773,385
731,390
745,392
715,396
669,397
824,397
813,403
673,406
700,408
712,408
722,410
689,413
699,415
672,420
794,423
713,425
729,426
747,428
674,435
690,435
770,436
723,441
640,442
710,442
660,444
737,446
691,448
767,448
728,451
739,457
761,457
784,458
676,463
733,471
868,471
746,477
729,479
646,481
751,487
759,493
945,496
710,500
862,502
1106,503
929,504
1048,504
732,506
992,506
1074,506
1066,507
1085,507
714,508
778,508
757,509
789,509
895,509
947,509
995,516
746,517
1072,517
733,521
955,521
663,524
947,532
747,535
988,535
1100,535
782,536
1054,536
1061,541
1160,541
705,542
749,545
1042,546
1098,546
1139,549
973,554
816,555
797,557
979,558
734,559
1039,561
1076,564
678,567
745,567
841,567
1040,567
1054,569
385,571
871,571
1130,573
836,574
698,575
995,575
1069,575
1084,576
1160,576
1098,580
623,581
1152,581
739,582
856,582
967,584
1068,589
1034,590
856,591
1082,592
710,595
884,597
951,598
610,601
685,601
668,603
244,606
1036,612
792,617
537,620
963,621
941,628
801,629
1076,629
1035,632
564,636
779,641
748,654
613,666
676,683
729,715
