x_coord,y_cord
738,266
713,292
691,301
792,301
779,304
824,306
742,311
756,312
702,314
731,315
786,317
700,323
720,323
750,324
763,326
809,328
817,329
829,329
836,333
754,336
798,337
786,340
810,340
643,341
753,342
739,343
718,345
835,345
856,345
727,348
646,352
750,355
724,362
976,369
756,377
745,378
744,388
848,389
662,394
790,399
847,400
667,403
717,408
743,408
706,410
769,412
666,414
878,423
675,433
649,439
723,442
829,443
703,444
737,451
719,454
780,454
762,455
545,460
598,461
746,462
762,464
771,464
716,466
674,467
636,475
713,475
834,495
845,497
653,502
737,502
715,506
722,514
696,515
709,519
735,521
550,525
635,527
660,527
737,531
744,543
645,545
731,549
756,549
843,553
740,557
653,562
731,566
628,567
702,568
532,570
690,572
736,574
541,575
679,577
730,577
703,581
532,585
618,589
661,593
692,594
562,595
710,595
736,596
680,597
538,599
623,599
700,601
730,610
584,614
785,622
728,636
743,638
970,662
