x_coord,y_cord
738,269
749,271
757,295
697,301
792,302
784,307
722,308
825,309
731,317
845,320
882,324
745,326
763,339
918,340
752,343
855,344
818,347
742,353
935,353
831,355
862,358
854,360
845,361
751,363
814,363
778,364
727,365
737,366
767,366
794,366
757,370
714,372
776,373
863,373
744,376
791,376
706,377
871,381
816,384
768,387
707,388
847,389
740,390
789,393
866,394
750,395
806,398
920,399
819,400
731,404
713,406
856,408
844,410
656,412
673,412
724,413
788,413
823,413
707,414
800,414
692,422
788,424
771,425
810,426
757,429
765,432
743,435
762,445
898,445
737,447
922,448
637,450
663,451
763,458
733,459
856,460
545,461
636,461
708,461
871,461
1268,461
572,462
923,462
716,464
675,466
753,467
772,468
657,470
942,474
632,477
820,484
840,485
864,487
937,490
811,495
785,499
741,501
964,502
714,504
733,504
800,504
769,508
895,508
749,509
790,509
862,509
770,514
586,519
802,520
625,529
865,530
725,537
650,539
621,543
639,554
568,560
736,567
694,581
566,593
680,600
734,601
713,602
810,613
292,622
717,631
982,642
753,652
