x_coord,y_cord
775,293
712,330
714,341
736,343
753,343
767,346
725,349
782,356
769,357
705,362
755,362
724,364
825,364
788,365
800,365
774,368
810,369
738,370
714,373
745,373
757,373
704,374
1021,374
662,378
810,381
732,382
706,383
827,385
841,389
873,389
662,392
735,392
894,393
713,394
938,395
701,396
657,397
748,398
919,399
842,402
861,402
667,404
730,405
712,406
810,406
795,407
890,407
700,408
651,409
746,410
669,411
691,417
839,417
886,418
863,419
707,420
728,420
921,421
781,422
797,422
770,423
663,425
743,425
824,426
563,428
812,429
651,431
762,434
709,438
721,438
673,443
546,445
609,446
730,447
676,459
545,460
572,462
729,473
912,480
905,482
652,502
834,502
719,504
737,505
756,508
789,509
839,509
656,517
830,518
604,520
782,521
628,525
672,526
682,530
730,531
654,532
587,534
619,534
965,535
701,537
717,538
597,541
655,547
622,549
741,552
625,561
633,561
744,563
732,568
696,569
762,573
636,574
713,574
689,577
723,579
623,580
703,580
677,584
693,589
1133,590
982,594
711,596
731,596
599,598
670,601
986,603
620,613
1043,618
797,620
588,628
1081,632
690,648
626,649
738,651
692,663
1087,688
1059,714
