x_coord,y_cord
736,321
752,334
812,336
790,342
904,342
920,346
733,349
1018,350
856,351
986,354
1002,356
733,358
879,368
741,369
776,369
721,370
1009,376
1021,377
745,400
879,400
917,402
818,404
725,405
897,405
766,416
928,416
732,417
752,418
896,421
948,425
714,426
755,430
735,431
648,441
543,442
745,445
758,445
637,446
659,446
793,446
551,447
729,448
780,448
687,452
729,459
786,459
742,460
546,461
651,461
770,462
1269,463
572,464
675,464
663,469
629,470
637,472
650,472
568,473
721,475
673,476
779,479
754,480
646,482
713,482
635,485
888,488
663,496
714,502
738,503
757,509
779,509
785,522
642,524
662,527
858,529
871,530
886,530
993,530
790,534
820,534
834,534
889,537
854,538
865,538
809,540
699,545
740,549
607,550
589,551
943,553
1064,561
694,580
564,588
531,594
729,594
659,604
645,606
805,611
854,614
636,623
787,626
543,633
613,638
745,648
825,662
699,706
784,709
825,710
