x_coord,y_cord
716,282
779,285
868,307
788,311
779,313
734,324
779,324
831,328
839,333
800,334
643,339
772,345
1217,346
755,347
1228,347
664,348
724,351
791,351
994,351
779,353
974,355
711,356
740,356
769,357
751,359
705,362
790,362
725,365
778,365
756,369
713,371
1021,371
745,374
785,375
797,376
720,381
801,388
723,391
883,395
640,397
734,398
657,399
712,399
814,399
704,400
672,403
721,405
913,405
744,406
796,406
887,408
853,409
808,410
818,411
660,413
691,414
746,417
667,420
834,421
708,423
721,423
770,424
696,425
739,425
563,428
648,429
675,429
748,429
696,437
658,438
710,438
725,440
640,441
736,445
972,446
610,447
668,447
950,450
873,451
732,453
721,454
741,454
770,456
694,458
991,458
545,459
597,461
940,461
871,462
731,470
740,471
1000,473
1012,473
640,474
626,476
918,478
650,479
718,479
705,482
731,485
749,490
719,494
984,498
710,500
739,505
1009,507
717,509
726,517
782,521
670,530
860,533
730,534
704,547
741,549
829,549
802,551
739,563
819,571
758,574
724,576
630,577
700,577
830,579
705,584
693,591
737,593
711,595
681,597
253,601
697,601
207,619
443,627
711,637
759,641
738,647
673,680
805,685
783,710
