x_coord,y_cord
737,266
736,312
851,313
811,314
747,317
727,318
839,323
792,325
827,326
819,327
713,328
729,331
781,331
796,334
819,337
857,338
735,342
766,343
711,345
750,352
797,352
726,354
713,358
740,359
854,368
872,370
713,371
792,373
805,374
757,376
733,380
744,384
790,384
801,386
721,387
814,391
718,399
666,402
654,406
710,406
733,408
698,409
731,422
760,424
766,433
595,441
543,442
555,446
610,447
691,448
837,449
728,450
826,450
737,456
661,458
647,459
676,459
545,460
611,460
632,460
692,460
572,461
597,461
721,472
745,477
715,482
725,482
755,483
735,484
634,490
717,493
751,494
729,496
739,497
642,498
710,502
659,506
716,507
740,509
755,509
782,521
629,522
605,531
728,538
636,542
652,542
740,546
692,557
678,570
694,577
156,578
675,584
737,586
560,587
826,587
755,589
620,595
711,597
514,598
440,599
353,602
604,604
740,609
539,611
706,615
1054,617
675,620
795,621
993,623
553,626
862,627
715,629
758,630
651,632
790,634
624,637
259,641
724,650
747,651
1260,653
745,661
603,681
