x_coord,y_cord
779,285
799,296
784,306
796,307
825,307
722,311
737,315
792,318
826,330
715,332
909,332
941,333
924,335
752,362
663,363
780,363
716,364
724,365
899,366
738,367
704,372
784,372
756,377
721,379
1021,379
788,385
897,385
908,387
722,388
733,393
671,394
712,394
743,396
898,396
915,401
948,402
721,404
751,404
776,404
904,405
923,406
706,407
734,407
671,408
650,409
714,412
691,413
933,413
854,415
845,421
828,426
855,426
669,429
724,430
843,430
753,435
594,441
850,441
649,442
676,442
545,444
733,445
610,446
558,447
720,447
584,448
736,456
559,459
545,460
597,460
611,460
726,460
572,461
675,462
567,472
723,474
744,474
1001,476
879,482
716,491
751,494
879,494
739,499
716,506
646,508
842,508
732,509
754,509
791,519
780,520
707,528
720,532
1067,532
641,540
612,542
774,542
787,542
1006,542
664,544
596,545
739,545
750,545
614,548
716,549
985,549
600,554
995,555
633,556
697,556
714,558
734,558
987,565
714,575
698,576
1106,576
1064,584
734,585
825,586
701,587
810,587
1135,587
710,596
746,606
465,608
665,609
703,610
446,611
755,621
794,623
859,625
1163,626
745,629
784,632
706,643
762,645
749,654
776,706
