x_coord,y_cord
740,314
802,319
813,320
870,326
741,327
827,332
886,333
805,334
941,335
839,336
898,336
823,341
848,341
880,342
953,342
812,343
862,344
908,344
920,344
717,345
888,350
728,352
839,352
925,352
768,353
857,353
934,355
745,356
813,356
825,358
868,358
718,359
662,360
894,360
768,361
727,362
738,362
756,362
850,362
706,363
881,363
819,364
955,364
781,366
832,367
714,369
741,371
760,372
725,373
883,373
860,374
932,375
662,379
703,379
794,381
719,382
826,382
834,382
782,384
736,385
815,385
756,387
804,388
878,388
895,390
709,391
745,391
766,391
781,393
699,395
884,395
715,397
938,397
722,400
791,400
855,400
663,403
738,403
711,406
868,406
654,407
924,407
822,408
724,409
776,409
675,410
697,410
842,410
853,410
639,411
898,411
882,412
743,414
692,416
705,421
841,421
854,421
906,421
804,422
873,423
669,424
748,424
769,424
647,427
864,427
818,428
889,428
718,430
745,434
756,434
848,439
869,439
704,441
642,442
659,442
860,442
747,445
767,445
551,447
721,448
672,452
738,453
860,454
890,454
955,454
770,460
1269,461
545,462
572,463
675,465
1277,471
659,472
568,473
778,473
641,475
880,478
722,480
752,486
721,490
634,497
888,499
782,501
791,504
640,507
731,508
843,508
802,516
597,529
692,531
705,531
750,546
737,549
631,570
987,572
671,575
693,581
732,582
703,583
716,589
666,594
692,598
533,620
776,626
603,636
755,646
