x_coord,y_cord
765,292
752,300
793,301
775,304
825,308
759,310
742,312
816,312
841,318
758,320
771,320
810,322
799,325
783,328
753,333
642,341
718,346
740,346
724,350
663,359
757,359
725,360
559,369
793,376
758,377
826,381
721,385
793,385
741,386
904,393
706,394
673,396
743,396
719,399
668,404
753,405
738,409
708,412
765,412
723,413
910,415
732,417
872,417
823,418
669,423
741,423
719,427
733,431
884,434
756,436
714,437
837,437
654,438
697,440
1013,440
907,444
609,447
774,447
598,448
763,451
726,454
746,455
733,459
545,461
572,461
597,461
677,461
852,461
646,462
773,464
659,466
712,466
951,466
846,467
637,471
942,472
719,477
908,477
800,478
784,481
924,484
834,495
854,495
719,497
923,498
739,505
731,509
967,509
978,509
666,514
704,514
637,515
619,516
733,524
703,525
632,530
661,533
724,533
758,545
740,546
595,547
835,547
588,558
621,558
505,567
626,569
691,572
734,573
995,580
539,582
704,582
691,597
623,599
711,599
729,601
740,601
381,620
786,620
247,627
744,639
775,641
287,643
748,654
789,658
618,703
557,704
