x_coord,y_cord
739,270
718,284
800,309
810,312
802,321
736,323
822,329
737,332
803,339
643,342
725,345
764,345
859,349
740,350
842,351
645,353
936,354
762,356
749,357
779,358
704,361
718,361
729,365
742,367
761,374
783,374
801,376
743,381
719,385
748,396
666,404
673,411
730,412
765,412
836,413
696,415
714,415
755,428
703,430
775,431
647,438
729,438
770,438
908,441
663,443
690,444
716,444
637,448
722,448
755,452
667,453
737,453
1243,453
774,466
732,470
749,470
762,473
569,475
721,484
753,484
766,484
728,502
747,506
696,516
678,517
787,519
697,522
728,522
614,535
723,536
698,539
679,541
646,542
835,543
694,551
740,551
786,554
801,560
705,561
748,561
818,561
680,563
693,564
869,567
761,568
732,570
678,580
694,583
702,585
564,596
693,596
716,596
658,609
962,619
786,626
878,647
733,653
1080,692
812,717
