x_coord,y_cord
737,265
782,286
777,294
791,297
722,300
744,312
734,315
689,316
724,318
737,320
749,323
726,327
728,337
744,342
731,349
749,351
781,355
721,358
770,359
661,360
740,361
793,361
754,362
703,363
850,364
720,369
730,370
796,370
742,373
769,375
757,376
706,377
720,378
794,381
660,382
728,389
701,391
743,391
789,391
804,397
833,397
659,401
731,406
699,407
720,407
743,408
833,408
648,409
664,411
842,412
691,421
649,422
746,431
760,432
882,432
781,435
696,438
830,439
741,442
882,443
610,446
661,446
548,447
559,447
733,447
574,449
781,452
849,452
833,454
736,458
559,459
545,460
572,460
676,462
833,465
693,468
567,472
632,473
661,476
726,478
640,480
756,484
657,490
717,490
767,490
647,491
637,494
751,494
731,495
740,498
829,499
636,502
808,502
710,503
658,505
737,508
625,509
647,509
756,509
771,509
667,510
661,514
645,516
631,519
786,527
593,529
664,534
615,535
697,537
859,537
779,540
646,543
738,546
747,548
598,553
694,556
853,564
623,568
703,581
738,586
560,588
810,589
824,591
711,596
694,601
441,609
744,609
371,614
812,616
294,618
796,630
757,651
664,689
626,704
557,705
603,707
590,710
