x_coord,y_cord
737,265
779,285
786,287
778,298
725,305
739,306
808,306
734,309
698,311
865,313
724,316
746,317
851,317
713,319
791,321
780,322
695,324
723,326
819,326
783,329
827,329
793,331
733,332
837,332
642,340
818,340
738,343
844,343
723,345
760,346
713,347
780,348
1229,349
1240,352
727,355
751,355
866,356
766,359
663,362
715,364
738,365
714,372
752,373
791,381
730,385
745,387
716,398
1012,398
666,400
741,404
698,410
672,416
689,416
736,445
661,446
689,447
731,451
753,453
723,458
755,461
750,472
742,474
723,477
712,478
647,491
718,491
761,492
889,495
739,496
749,496
730,499
858,499
636,501
717,503
768,503
651,504
627,509
731,509
741,509
755,509
788,509
919,509
936,509
948,509
971,509
780,510
679,515
624,518
733,518
754,518
740,520
943,520
636,523
897,524
602,526
975,532
589,534
829,535
780,536
699,538
796,538
884,538
1007,539
731,540
746,542
652,545
832,546
699,558
864,558
580,559
504,568
678,568
943,569
905,570
864,574
554,575
786,575
694,576
620,579
701,579
401,582
737,584
858,585
811,589
802,594
514,596
691,597
711,597
892,597
540,611
606,613
584,614
852,615
793,617
689,620
1089,626
861,627
1042,628
757,630
791,631
1033,632
876,637
522,640
777,641
749,652
1035,653
610,668
1111,674
655,681
810,681
1203,689
787,692
1182,692
1242,695
1124,703
782,706
1171,710
1229,710
