x_coord,y_cord
774,313
881,323
822,327
715,330
1240,350
741,362
703,363
753,364
728,372
739,372
757,375
720,381
808,390
710,391
742,395
640,396
795,401
677,402
712,403
662,404
699,405
728,405
807,406
666,409
786,410
746,412
679,415
693,416
808,416
725,417
667,421
713,421
742,425
663,431
542,441
729,442
666,443
549,447
557,447
638,447
740,447
632,457
545,460
611,460
572,462
652,463
674,465
754,465
720,468
637,470
639,483
739,501
728,507
800,507
779,509
601,515
635,516
772,516
792,518
539,521
553,521
653,521
585,530
633,531
876,534
868,542
813,554
630,555
727,559
752,569
869,570
784,574
709,577
561,591
788,595
673,598
732,599
585,600
885,642
739,647
964,659
623,662
803,668
927,685
635,700
