x_coord,y_cord
790,301
809,301
729,305
830,327
750,333
704,359
735,360
747,361
779,370
733,373
704,376
718,380
769,386
760,388
815,391
660,392
638,393
702,394
669,395
805,395
845,398
774,400
746,402
709,404
666,405
791,406
650,412
671,412
745,412
688,418
712,418
779,418
792,418
943,420
647,423
660,423
859,423
738,424
765,424
670,428
564,429
953,431
657,435
756,436
838,441
977,441
666,443
723,443
548,446
610,446
677,446
902,446
558,447
639,448
790,452
734,453
545,459
572,460
597,460
633,462
674,462
652,464
770,468
694,469
722,469
782,469
641,470
660,472
1014,472
738,473
749,478
762,478
641,482
782,487
803,489
946,493
710,494
730,496
977,497
1047,499
714,505
996,505
955,506
632,509
653,509
729,509
679,514
691,514
789,514
633,516
648,517
666,517
785,521
671,525
734,526
1115,531
732,535
649,542
1142,549
726,550
747,550
840,550
978,564
846,565
631,566
722,566
746,568
730,570
621,576
792,576
691,577
712,578
738,579
816,579
637,580
702,581
675,584
765,587
941,587
560,588
745,591
629,592
641,592
791,595
693,597
720,599
812,601
669,606
751,606
659,608
677,616
979,616
766,622
741,633
645,634
764,637
709,643
667,644
680,649
738,651
715,654
620,660
683,662
714,665
856,699
778,712
788,712
