x_coord,y_cord
700,283
689,284
780,284
768,289
748,290
760,297
775,302
674,303
792,303
754,304
764,304
722,307
825,309
777,315
806,315
865,316
753,317
834,318
766,319
793,319
817,319
881,320
772,327
821,327
785,329
837,329
760,331
913,331
748,332
883,333
892,333
796,334
713,335
904,335
818,337
774,338
805,338
826,338
784,339
923,339
938,340
643,341
751,341
761,342
740,343
793,344
718,346
728,347
838,347
816,349
871,350
806,358
823,358
836,358
863,360
932,360
717,361
728,361
742,361
831,367
818,369
844,369
886,370
714,371
724,371
745,371
757,371
873,371
851,373
734,374
803,374
778,378
770,379
844,381
901,381
864,382
1001,382
908,384
878,386
737,390
757,391
952,393
849,394
699,400
718,400
912,400
893,402
709,403
658,404
669,405
776,405
743,407
764,407
813,407
842,408
893,411
745,413
777,413
973,413
665,416
733,416
876,416
689,417
853,419
674,422
766,422
647,426
772,428
739,429
814,429
893,434
650,437
663,437
737,438
860,441
724,442
762,442
753,443
669,447
692,449
737,449
769,450
705,451
748,453
783,457
982,459
545,460
572,462
740,462
770,462
758,463
676,464
729,465
980,473
740,475
716,480
905,480
638,485
745,495
724,500
636,502
946,503
731,508
749,509
634,514
721,515
618,516
664,522
548,525
742,528
694,532
730,533
599,541
644,543
746,544
1079,551
636,556
751,556
740,557
596,559
703,563
712,564
643,567
752,567
629,568
736,573
553,574
702,581
659,592
715,592
708,593
565,594
624,595
688,596
736,598
699,601
615,602
662,608
714,608
787,628
800,634
750,650
686,665
1274,672
1115,693
1076,696
1069,706
