x_coord,y_cord
766,313
730,317
765,328
755,337
744,338
768,340
821,350
747,353
739,359
725,361
773,361
753,362
713,364
738,369
724,375
706,376
737,376
758,377
734,390
721,391
699,392
711,393
673,395
742,395
639,398
648,399
729,399
803,399
667,405
716,405
750,405
699,406
733,407
651,408
807,409
691,412
793,412
772,416
658,417
759,417
675,418
695,420
791,421
727,423
768,429
659,431
650,441
676,442
766,442
728,443
736,445
691,447
738,456
776,459
545,460
725,463
675,465
713,475
734,475
741,477
879,479
639,480
716,486
752,490
812,492
710,495
792,495
856,496
648,497
871,498
884,499
833,501
801,504
738,505
760,505
770,508
752,509
780,509
813,509
640,514
760,514
601,515
727,515
795,516
827,516
730,530
587,532
773,532
693,533
699,538
729,540
751,546
836,546
900,550
741,551
642,553
609,557
699,558
786,558
741,564
713,578
559,589
737,589
814,590
631,595
530,596
674,597
789,599
733,600
801,601
884,622
898,622
873,629
894,636
745,653
616,661
927,689
