x_coord,y_cord
788,294
773,296
795,299
756,300
826,301
814,303
736,307
757,309
774,309
725,312
745,313
784,313
696,315
864,315
757,317
812,317
766,319
832,320
721,321
777,321
712,325
733,327
788,327
824,327
744,328
808,329
831,330
844,330
767,331
797,332
720,333
759,333
780,333
889,333
852,335
824,341
710,342
744,343
805,345
1226,345
723,346
830,346
762,351
723,354
781,356
820,356
707,358
852,358
834,359
751,361
740,363
790,363
722,364
822,367
777,369
713,370
704,372
741,373
757,373
798,374
859,377
879,378
898,378
823,380
722,381
799,382
888,382
909,383
703,385
723,387
745,387
733,389
879,391
843,395
669,396
796,396
657,397
706,398
718,398
637,399
751,402
816,406
698,407
805,407
778,408
787,408
736,409
650,410
675,411
714,411
689,412
749,412
724,414
820,416
787,418
667,419
648,423
689,426
728,427
564,428
817,429
743,430
666,431
759,434
676,435
643,436
732,436
548,442
738,445
610,446
557,447
655,448
843,448
637,449
667,450
731,452
644,455
545,459
597,460
722,460
572,461
652,461
729,467
642,469
782,469
737,472
762,472
748,477
800,481
714,482
640,483
660,485
739,485
650,489
748,493
763,493
800,493
731,494
711,495
777,502
718,503
804,504
635,507
747,507
730,508
655,509
653,514
676,517
633,521
732,522
778,522
790,523
709,530
724,548
737,548
599,550
728,560
753,563
735,575
691,577
624,578
712,579
693,590
740,591
638,593
801,593
710,594
723,594
783,596
765,598
660,600
433,601
711,606
671,607
359,619
1182,626
570,640
679,640
754,653
835,656
677,662
958,670
1060,670
1084,671
629,676
1063,682
659,690
