x_coord,y_cord
778,318
798,318
881,321
892,323
936,338
725,360
741,362
754,362
769,363
713,368
756,375
740,377
720,380
733,386
719,391
648,401
709,401
770,404
719,405
753,405
790,405
668,406
731,408
653,410
704,411
748,423
718,426
995,426
756,427
856,430
771,434
748,436
656,437
690,437
641,438
994,439
669,440
725,440
700,444
553,446
857,449
738,451
640,455
775,457
545,460
572,461
675,461
567,472
651,476
756,479
637,481
727,481
707,489
648,490
717,493
747,493
727,496
759,496
738,497
637,500
709,501
807,502
715,509
760,514
657,515
597,518
916,520
661,522
796,526
784,528
726,530
587,531
652,532
773,532
793,534
601,543
753,545
739,546
633,554
735,557
535,562
870,562
695,576
560,589
692,591
824,593
705,596
611,597
673,601
629,607
803,608
847,619
793,622
768,636
744,650
769,714
729,715
