x_coord,y_cord
771,298
752,301
793,301
812,301
824,306
714,310
801,311
813,311
786,316
834,316
843,317
855,317
881,318
738,320
750,320
775,320
796,320
760,321
824,323
719,324
815,324
867,324
804,326
730,327
787,328
822,328
745,332
755,332
768,333
713,334
776,335
810,336
846,336
858,337
901,337
838,338
788,339
819,339
800,340
754,343
827,343
922,344
740,345
723,349
773,349
841,349
868,350
879,350
801,352
818,352
644,353
849,355
762,356
738,358
749,358
890,358
808,359
833,359
791,361
723,362
818,366
898,367
846,369
757,370
793,372
780,376
864,376
730,377
756,377
892,377
744,381
655,383
831,383
820,385
897,386
928,387
860,388
794,389
881,389
944,391
737,392
917,395
838,396
824,399
891,400
639,401
663,402
856,402
648,405
906,408
752,409
704,410
720,410
732,410
767,410
946,411
648,413
669,413
838,414
691,416
780,421
706,423
761,423
742,424
913,425
815,426
668,427
719,429
690,433
657,434
772,435
676,437
838,437
643,438
765,441
541,442
726,444
548,446
610,446
659,446
558,447
672,449
920,449
736,451
788,451
717,452
650,457
779,457
636,458
545,460
559,460
762,460
572,461
742,462
710,465
724,466
635,471
689,471
844,473
713,481
637,482
796,490
735,498
711,501
721,501
752,504
732,508
736,522
551,526
655,526
707,531
753,533
721,561
624,568
733,568
529,574
548,574
559,582
702,583
532,590
610,591
567,592
711,597
597,598
580,599
614,601
561,603
695,603
732,604
534,606
668,609
612,626
790,630
897,630
695,642
981,644
683,652
754,654
683,661
784,708
812,710
