x_coord,y_cord
777,285
762,291
772,294
775,301
792,302
751,303
758,311
745,312
730,314
780,314
792,314
800,314
770,315
809,320
720,321
741,322
759,323
779,326
798,327
768,328
748,329
789,329
807,332
714,333
758,335
836,337
857,337
865,337
778,338
846,339
808,343
739,344
768,346
756,347
853,347
724,348
738,356
883,359
724,362
870,363
743,364
836,364
859,364
850,366
756,371
773,375
741,380
724,381
707,383
787,387
787,396
701,397
733,397
746,397
718,400
709,402
918,402
666,404
748,404
649,408
716,411
693,413
705,413
763,413
781,414
771,415
727,417
942,417
742,418
751,418
949,418
888,425
835,426
764,427
814,429
733,431
765,438
716,445
728,445
673,446
765,454
722,457
776,457
545,461
597,462
742,462
998,464
726,467
763,467
688,472
744,473
645,475
717,475
635,476
655,477
707,484
645,489
796,491
735,503
637,504
654,505
802,508
836,521
553,524
735,524
667,527
731,536
750,541
693,558
812,568
733,569
703,583
372,591
963,592
692,595
622,601
731,601
661,603
696,609
600,635
893,671
925,676
760,683
