x_coord,y_cord
807,314
812,330
749,336
725,352
765,356
740,357
792,361
721,363
771,366
716,374
743,374
761,375
781,376
794,380
705,381
764,383
707,387
749,387
738,390
787,395
748,397
801,398
820,399
722,401
707,403
666,406
778,408
757,409
710,411
789,411
733,413
722,414
671,415
698,416
769,416
665,432
648,433
721,434
727,444
571,446
641,446
541,447
673,450
648,451
559,454
573,454
738,455
797,455
550,457
763,461
559,464
544,465
572,466
674,467
734,469
769,472
568,476
724,478
648,482
748,484
636,486
708,487
635,498
649,499
745,499
802,501
732,505
642,509
718,509
732,514
716,517
777,517
597,518
677,519
694,520
792,522
642,524
608,546
629,550
646,553
721,555
692,557
618,558
633,562
599,564
731,572
749,582
702,586
542,592
704,598
691,600
718,600
665,607
715,612
600,614
626,614
440,621
787,625
252,627
717,629
730,641
880,649
728,657
752,658
677,663
824,663
654,674
717,688
640,690
663,693
819,697
640,710
776,713
