x_coord,y_cord
766,290
809,300
840,354
723,361
858,363
794,365
816,365
842,365
741,366
788,368
800,372
792,376
741,379
802,384
834,388
798,394
918,395
671,396
713,396
806,396
641,397
656,397
730,401
742,401
719,403
799,404
700,405
753,406
770,406
656,410
672,415
743,420
694,421
705,421
646,424
759,427
563,428
735,429
697,434
644,435
708,435
667,436
656,440
732,442
639,444
868,445
610,446
826,446
882,446
557,447
756,447
740,448
849,449
837,451
887,452
633,453
657,456
734,457
849,457
870,457
560,458
545,459
722,459
641,460
675,460
572,461
598,461
886,464
857,467
715,468
728,469
655,470
771,470
739,472
851,474
896,474
785,476
766,478
750,480
713,483
973,483
751,492
710,493
725,503
716,505
755,506
661,507
639,508
788,509
866,526
612,530
710,532
839,537
736,549
744,553
765,560
873,567
634,570
691,575
708,576
728,576
802,580
676,584
816,585
560,588
659,588
640,593
620,595
801,595
778,596
661,598
802,613
451,615
226,620
770,634
677,640
722,644
747,651
811,654
826,657
