x_coord,y_cord
792,302
763,336
742,337
754,337
1231,347
707,349
769,354
759,358
772,368
802,372
815,373
823,378
801,382
723,383
736,384
743,392
723,393
818,393
669,395
657,397
714,397
641,399
698,399
706,404
740,405
761,408
769,408
803,408
782,410
659,412
806,421
729,425
769,425
854,428
876,429
720,430
744,430
661,431
756,431
730,438
738,446
635,448
782,450
772,454
857,455
732,456
660,458
740,458
545,460
869,460
597,461
675,461
723,463
852,466
740,474
650,475
893,475
725,477
940,477
979,487
637,495
723,499
656,500
906,503
736,505
638,507
881,509
654,514
636,517
613,518
815,525
759,526
598,533
752,537
738,544
744,552
621,569
695,573
639,579
728,579
674,583
402,584
560,589
617,592
691,592
710,594
649,600
667,602
639,603
614,612
559,613
181,617
798,620
604,621
285,633
819,633
696,636
650,641
337,642
675,644
745,650
594,664
679,664
788,691
602,695
674,706
