x_coord,y_cord
778,284
755,310
792,327
724,355
785,362
750,363
857,368
662,376
782,376
798,378
720,380
834,380
780,388
845,391
735,397
708,399
667,400
714,407
731,407
699,408
746,409
776,409
755,411
766,412
672,413
719,415
745,422
757,423
787,423
799,424
706,428
745,431
650,436
662,438
673,438
824,438
642,443
740,443
769,451
705,452
734,453
676,457
654,458
765,459
724,475
748,478
735,498
638,505
814,505
865,508
803,509
691,514
663,516
711,516
843,516
733,522
550,525
730,533
642,534
813,534
664,536
796,538
708,539
751,542
739,546
712,552
697,554
631,567
690,572
833,572
540,576
555,578
702,581
532,586
543,589
562,592
362,593
613,598
608,600
810,601
633,602
698,602
681,603
618,604
667,608
789,613
707,615
615,619
793,622
625,626
713,629
616,630
699,630
633,633
875,635
977,636
659,643
603,652
788,653
753,654
633,658
599,694
