x_coord,y_cord
757,300
792,301
805,333
747,346
762,346
1234,346
769,353
840,373
869,374
806,380
838,385
673,394
656,396
739,403
700,405
674,407
729,408
751,408
766,410
691,415
705,420
674,421
750,422
657,423
734,423
689,429
714,433
754,433
649,435
726,437
672,441
846,449
827,450
724,451
913,455
733,457
653,458
676,459
769,459
545,460
781,460
644,463
845,464
707,466
756,468
764,469
720,470
781,472
739,473
644,480
659,482
707,482
763,483
719,486
640,489
661,492
748,493
761,493
709,495
638,501
739,502
721,504
754,505
650,509
664,514
693,514
741,515
789,516
620,517
677,517
709,517
609,518
641,521
732,522
618,525
899,527
723,531
735,533
755,534
616,535
696,541
836,542
739,544
837,553
742,557
692,564
733,564
743,567
637,568
700,570
754,571
732,576
691,577
762,579
714,580
636,581
704,581
820,581
672,582
800,582
661,585
560,588
787,588
831,589
567,594
797,595
744,596
689,597
702,597
516,599
659,601
668,605
790,623
715,629
770,637
678,643
685,652
747,653
610,654
677,655
821,656
827,663
687,667
618,690
