test_A_IMG_1.jpg,422,0.390995261,0.964912281,0.812595367,457,0.347921225,0.929824561,1.243141413
test_A_IMG_10.jpg,693,0.649350649,0.901803607,0.163930178,570,0.747368421,0.853707415,0.410767317
test_A_IMG_100.jpg,620,0.617741935,0.989664083,0.101498842,522,0.718390805,0.968992248,0.330005646
test_A_IMG_101.jpg,203,0.738916256,0.710900474,0.160651684,166,0.807228916,0.63507109,0.301311016
test_A_IMG_102.jpg,283,0.766784452,0.977477477,0.07068634,243,0.897119342,0.981981982,0.177928209
test_A_IMG_103.jpg,617,0.649918963,0.934731935,0.160976171,501,0.748502994,0.874125874,0.382926464
test_A_IMG_104.jpg,1830,0.596174863,0.929301533,0.168747663,1568,0.656887755,0.877342419,0.775258303
test_A_IMG_105.jpg,330,0.754545455,0.939622641,0.160254955,253,0.873517787,0.833962264,0.293210268
test_A_IMG_106.jpg,1385,0.757400722,0.852152721,0.103549004,1220,0.824590164,0.817221771,0.754670382
test_A_IMG_107.jpg,182,0.769230769,0.484429066,0.100730419,151,0.821192053,0.429065744,0.246817589
test_A_IMG_108.jpg,243,0.679012346,0.916666667,0.160080671,188,0.829787234,0.866666667,0.261861801
test_A_IMG_109.jpg,523,0.705544933,0.971052632,0.15986228,404,0.851485148,0.905263158,0.347555161
test_A_IMG_11.jpg,1264,0.710443038,0.842401501,0.168571949,1088,0.802389706,0.818949343,0.708664417
test_A_IMG_110.jpg,736,0.847826087,0.612365064,0.161848307,611,0.93289689,0.559371933,0.724594116
test_A_IMG_111.jpg,621,0.579710145,0.807174888,0.161885262,498,0.684738956,0.764573991,0.377490759
test_A_IMG_112.jpg,472,0.529661017,0.984251968,0.163382292,445,0.557303371,0.976377953,0.302229643
test_A_IMG_113.jpg,55,0.781818182,0.651515151,0.104255915,25,0.88,0.333333333,0.184637547
test_A_IMG_114.jpg,290,0.482758621,0.992907801,0.162415504,229,0.593886463,0.964539007,0.255672455
test_A_IMG_115.jpg,1006,0.852882704,0.721614802,0.099380016,941,0.877789586,0.69470143,0.587480307
test_A_IMG_116.jpg,624,0.456730769,0.989583333,0.100197077,546,0.512820513,0.972222222,0.257498026
test_A_IMG_117.jpg,1897,0.796520822,0.945556946,0.158735514,1873,0.80192205,0.939924906,0.978605509
test_A_IMG_118.jpg,333,0.657657658,0.9125,0.15829277,215,0.804651163,0.720833333,0.293094158
test_A_IMG_119.jpg,427,0.578454333,0.995967742,0.160454512,234,0.893162393,0.842741935,0.288339376
test_A_IMG_12.jpg,191,0.910994764,0.54375,0.15800786,152,0.993421053,0.471875,0.322516203
test_A_IMG_120.jpg,176,0.670454545,0.893939394,0.100335836,140,0.807142857,0.856060606,0.192066908
test_A_IMG_121.jpg,1081,0.851988899,0.763681592,0.162266254,944,0.916313559,0.717247098,0.713619471
test_A_IMG_122.jpg,827,0.865779927,0.631393298,0.164894581,662,0.929003021,0.542328042,0.684395552
test_A_IMG_123.jpg,158,0.721518987,0.991304348,0.076187611,124,0.89516129,0.965217391,0.140248775
test_A_IMG_124.jpg,300,0.693333333,0.924444444,0.101594687,202,0.831683168,0.746666667,0.211210012
test_A_IMG_125.jpg,432,0.606481481,0.97761194,0.160477161,278,0.863309352,0.895522388,0.30672884
test_A_IMG_126.jpg,473,0.727272727,0.781818182,0.159679174,384,0.828125,0.722727273,0.387525797
test_A_IMG_127.jpg,546,0.846153846,0.469512195,0.161925793,437,0.947368421,0.420731707,0.64667201
test_A_IMG_128.jpg,583,0.66380789,0.928057554,0.101240396,453,0.794701987,0.863309352,0.304042101
test_A_IMG_129.jpg,121,0.94214876,0.382550336,0.159794569,45,0.955555555,0.144295302,0.280190706
test_A_IMG_13.jpg,631,0.743264659,0.805841924,0.160924435,523,0.854684512,0.768041237,0.44272089
test_A_IMG_130.jpg,717,0.90237099,0.70326087,0.157419443,680,0.908823529,0.67173913,0.638072491
test_A_IMG_131.jpg,624,0.804487179,0.836666667,0.168215036,514,0.910505837,0.78,0.446902752
test_A_IMG_132.jpg,502,0.709163347,0.949333333,0.102050781,439,0.781321184,0.914666667,0.314061642
